,State,ID,Material,Taxa,Type,County,Measured,Mea_SE,Norm,Norm_SE,X13C,SiteID,SiteName,Lat,Long,Strat,Context,AMS_Radio,Comment,Reference,Region,Date,Error,Site_Name
47561,Nevada,Beta-167448,CHARCOAL,"Hearth charcoal, Feature E6-3-C-2",ARCHAEOLOGICAL,Elko,NA,NA,370,70,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,2 [E4],"Block E, Square N5W4, Hearth charcoal, Feature E6-3-C-2",AMS,NA,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,370,70,Bonneville Estates
47562,Nevada,Beta-167449,CHARCOAL,"Hearth charcoal, Feature E6-6-C-2",ARCHAEOLOGICAL,Elko,NA,NA,3350,70,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,3a [E6(1)],"Block E, Square N5W4, Hearth charcoal, Feature E6-6-C-2",NA,1 of multiples samples from same feature; date out of sequence,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,3350,70,Bonneville Estates
47563,Nevada,Beta-167450,CHARCOAL,"Hearth charcoal, Feature E6-6-C-9a",ARCHAEOLOGICAL,Elko,NA,NA,1210,50,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,3a [E4(3)],"Block E, Square N5W4, Hearth charcoal, Feature E6-6-C-9a",AMS,NA,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,1210,50,Bonneville Estates
47564,Nevada,Beta-161890,CHARCOAL,"Hearth charcoal, Feature E6-6-C-9C",ARCHAEOLOGICAL,Elko,NA,NA,3270,50,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,9 [E6(3)],"Block E, Square N5W4, Hearth charcoal, Feature E6-6-C-9C",AMS,1 of multiple samples from same feature,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,3270,50,Bonneville Estates
47565,Nevada,Beta-173797,CHARCOAL,"Hearth charcoal, Feature E6-6-C-9d",ARCHAEOLOGICAL,Elko,NA,NA,3500,70,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,9 contact [E6/8 contact],"Block E, Square N5W4, Hearth charcoal, Feature E6-6-C-9d",AMS,1 of multiple samples from same feature,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,3500,70,Bonneville Estates
47566,Nevada,Beta-173799,CHARCOAL,"Hearth charcoal, Feature E6-6-C-9e",ARCHAEOLOGICAL,Elko,NA,NA,3580,90,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,9 [E6/8 contact],"Block E, Square N5W4, Hearth charcoal, Feature E6-6-C-9e",NA,1 of multiple samples from same feature,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,3580,90,Bonneville Estates
47567,Nevada,Beta-170420,CHARCOAL,"Hearth charcoal, separate from stacked hearth, Feature D3-6-C-7",ARCHAEOLOGICAL,Elko,NA,NA,1300,60,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,3a [E6(base)],"Block E, Square N2W3, Hearth charcoal, separate from stacked hearth, Feature D3-6-C-7",NA,NA,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,1300,60,Bonneville Estates
47568,Nevada,PRI-5064,CHARCOAL,Juniperus,ARCHAEOLOGICAL,Elko,NA,NA,1239,23,-20,26EK11537,CrNV-11-15371,37.785829,-117.632074,NA,Feature 2,AMS,NA,"Hauer et al. 2017, Data Recovery Report for the Long Canyon Exploration Project (BLM report 1-3140) on file at BLM Elko District Office",Basin,1239,23,CrNV-11-15371
47569,Nevada,PRI-5354,CHARCOAL,Juniperus,ARCHAEOLOGICAL,Elko,NA,NA,1505,23,-22.55,26EK7914,CrNV-11-08697,37.785829,-117.632074,NA,"Locus B, Feature 2",AMS,NA,"Hauer et al. 2017, Data Recovery Report for the Long Canyon Exploration Project (BLM report 1-3140) on file at BLM Elko District Office",Basin,1505,23,CrNV-11-08697
47570,Nevada,PRI-5103,CHARCOAL,Juniperus twig,ARCHAEOLOGICAL,Elko,NA,NA,2753,24,-22.6,26EK13019,CrNV-11-16522,37.785829,-117.632074,NA,Feature 1,AMS,NA,"Hauer et al. 2017, Data Recovery Report for the Long Canyon Exploration Project (BLM report 1-3140) on file at BLM Elko District Office",Basin,2753,24,CrNV-11-16522
47571,Nevada,PRI-12-7-2,CHARCOAL,Pinus monophylla twig,ARCHAEOLOGICAL,Elko,NA,NA,3370,15,NA,26EK10876,CrNV-11-14197,37.785829,-117.632074,NA,"Feature 1, Unit T-1; Earthen hearth",AMS,NA,Puseman and Logan 2012- PRI Report 2012-7,Basin,3370,15,CrNV-11-14197
47572,Nevada,D-AMS-39619,CHARCOAL,"Pit charcoal (Artemisia), Feature 07.20",ARCHAEOLOGICAL,Elko,NA,NA,6261,28,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,16,"Block W, Square N5W12, Pit charcoal (Artemisia), Feature 07.20",AMS,NA,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,6261,28,Bonneville Estates
47573,Nevada,D-AMS-39620,CHARCOAL,"Pit charcoal (Artemisia), Feature 07.24",ARCHAEOLOGICAL,Elko,NA,NA,6215,30,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,14,"Block W, Square N5W10, Pit charcoal (Artemisia), Feature 07.24",AMS,NA,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,6215,30,Bonneville Estates
47574,Nevada,PRI-5353,CHARCOAL,Purshia,ARCHAEOLOGICAL,Elko,NA,NA,348,22,-25.73,26EK7914,CrNV-11-08697,37.785829,-117.632074,NA,"Locus C, Feature 10",AMS,NA,"Hauer et al. 2017, Data Recovery Report for the Long Canyon Exploration Project (BLM report 1-3140) on file at BLM Elko District Office",Basin,348,22,CrNV-11-08697
47575,Nevada,Beta-311808,CHARCOAL,Screen charcoal,ARCHAEOLOGICAL,Elko,NA,NA,30,30,NA,26EK9178,NA,37.785829,-117.632074,NA,"Locus E, CU 1",NA,NA,"King 2016 in Prehistory of Nevada's Northern Tier: Archaeological Investigations along the Ruby Pipeline, AMNH Anthropological Papers, No. 101",Basin,30,30,26EK9178
47576,Nevada,D-AMS-38500,CHARCOAL,"Stain of charred twigs (Artemisia), Feature 04.15",ARCHAEOLOGICAL,Elko,NA,NA,10647,45,NA,26EK3682,Bonneville Estates,37.785829,-117.632074,18b base,"Block W, Square N7W21, Stain of charred twigs (Artemisia), Feature 04.15",AMS,1 of multiple samples from same feature,"Goebel et al 2021, Prehistoric Human Response to Climate change in the Bonneville Basin...",Basin,10647,45,Bonneville Estates
47577,Nevada,Beta-121768,CHARCOAL,wood,ARCHAEOLOGICAL,Elko,1660,50,1690,50,-23.2,26EK1722,Oranjeboom Cave,37.785829,-117.632074,"Level 1, Stratum 2","AA10, Feature 1",RADIOMETRIC,NA,Buck et al 2002-Oranjeboom Cave: A single component…,Basin,1660,50,Oranjeboom Cave
47578,Nevada,Beta-144732,CHARCOAL,wood,ARCHAEOLOGICAL,Elko,1440,60,1440,60,-25,26EK1722,Oranjeboom Cave,37.785829,-117.632074,Level 2,"BB10, ""inside hearth""",RADIOMETRIC,NA,Buck et al 2002-Oranjeboom Cave: A single component…,Basin,1440,60,Oranjeboom Cave
47579,Nevada,Beta-12808,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,510,80,NA,NA,NA,26EK?,"North Goshute Shelter, CrNV-11-2717",37.785829,-117.632074,NA,Feature 1 fill,NA,Site destroyed,"Murphy 2002, Elko BLM report 1-631, Addendum 2, Additional Test Excavations at CrNV-11-2717",Basin,510,80,"North Goshute Shelter, CrNV-11-2717"
47580,Nevada,Beta-13112,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,1090,70,NA,NA,NA,26EK?,"North Goshute Shelter, CrNV-11-2717",37.785829,-117.632074,NA,Feature 1 fill,NA,NA,"Murphy 2002, Elko BLM report 1-631, Addendum 2, Additional Test Excavations at CrNV-11-2717",Basin,1090,70,"North Goshute Shelter, CrNV-11-2717"
47581,Nevada,Beta-13113,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,930,90,NA,NA,NA,26EK?,"North Goshute Shelter, CrNV-11-2717",37.785829,-117.632074,NA,Feature 1 fill,NA,NA,"Murphy 2002, Elko BLM report 1-631, Addendum 2, Additional Test Excavations at CrNV-11-2717",Basin,930,90,"North Goshute Shelter, CrNV-11-2717"
47582,Nevada,Beta-327108,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,2090,30,2080,30,-25.6,26EK10135,CrNV-12-9970,37.785829,-117.632074,20-33 cm bgs,"Firepit in Excavation block 1, western portion",AMS,NA,"Schroedl 2015, Testing and Data Recovery Excavations at Rossi Mine Area (BLM report 1-2956) on file at BLM Elko District Office",Basin,2090,30,CrNV-12-9970
47586,Nevada,Beta-195841,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,NA,NA,620,40,-26.6,26EK12949,"Boyd Reservoir Bison, CrNV-12-10735",37.785829,-117.632074,NA,"Large mammal bones exposed in Rabbit Creek cutbank, associated with charcoal",AMS,NA,"Murphy 2004, Elko BLM report 1-2418, Beta Analytic Sheets on file with Elko BLM",Basin,620,40,"Boyd Reservoir Bison, CrNV-12-10735"
47587,Nevada,Beta-274984,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,NA,NA,180,40,-24.1,26EK12949,"Boyd Reservoir Bison, CrNV-12-10735",37.785829,-117.632074,NA,"Large mammal bones exposed in Rabbit Creek cutbank, associated with charcoal",AMS,NA,"Walsh 2010, addendum to Elko BLM report 1-2418, Beta Analytic Sheets on file with Elko BLM",Basin,180,40,"Boyd Reservoir Bison, CrNV-12-10735"
47588,Nevada,Beta-147104,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,230,50,280,50,-22.2,26EK15557,CrNV-12-9371,37.785829,-117.632074,15 cm bgs,Buried hearth feature in Unit #22,RADIOMETRIC,NA,"Vierra and Langheim 2002, Results of Data Recovery at Site CrNV-12-9371 (Elko BLM report 1-2140)",Basin,230,50,CrNV-12-9371
47589,Nevada,Tx-3506,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,1150,100,NA,NA,NA,26EK1667,Kittredge Creek,37.785829,-117.632074,NA,NA,RADIOMETRIC,NA,CARD,Basin,1150,100,Kittredge Creek
47590,Nevada,Tx-3507,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,870,100,NA,NA,NA,26EK1667,Kittredge Creek,37.785829,-117.632074,NA,NA,RADIOMETRIC,NA,CARD,Basin,870,100,Kittredge Creek
47591,Nevada,Tx-3508,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,2520,80,NA,NA,NA,26EK1667,Kittredge Creek,37.785829,-117.632074,NA,NA,RADIOMETRIC,NA,CARD,Basin,2520,80,Kittredge Creek
47592,Nevada,Tx-3509,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,3170,80,NA,NA,NA,26EK1667,Kittredge Creek,37.785829,-117.632074,NA,NA,RADIOMETRIC,NA,CARD,Basin,3170,80,Kittredge Creek
47593,Nevada,GaK-6550,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,1100,90,NA,NA,NA,26EK1670,Maggie Creek,37.785829,-117.632074,Level 3,"Level 3, Feature 25",RADIOMETRIC,NA,"Davis 1977, Rusco and Jensen 1979",Basin,1100,90,Maggie Creek
47595,Nevada,GaK-6552,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,2100,90,NA,NA,NA,26EK1670,Maggie Creek,37.785829,-117.632074,Level 1,"Level 1, Feature 33",RADIOMETRIC,NA,"Davis 1977, Rusco and Jensen 1979",Basin,2100,90,Maggie Creek
47596,Nevada,GaK-6553,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,2310,90,NA,NA,NA,26EK1670,Maggie Creek,37.785829,-117.632074,Level 5,"Level 5, Feature 33",RADIOMETRIC,NA,"Davis 1977, Rusco and Jensen 1979",Basin,2310,90,Maggie Creek
47598,Nevada,GaK-6555,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,1370,100,NA,NA,NA,26EK1670,Maggie Creek,37.785829,-117.632074,Level 4,"Level 4, Feature 36",RADIOMETRIC,NA,"Davis 1977, Rusco and Jensen 1979",Basin,1370,100,Maggie Creek
47599,Nevada,Tx-3505,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,1150,70,NA,NA,NA,26EK183,NA,37.785829,-117.632074,NA,NA,RADIOMETRIC,NA,CARD,Basin,1150,70,26EK183
47600,Nevada,Beta-10290,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,340,50,NA,NA,NA,26EK2710,"Max's Retreat, CrNV-12-3463",37.785829,-117.632074,40-50 cm bgs,"From Unit K-1, rock-lined hearth, DSN, CT points",RADIOMETRIC,NA,"Hall 1985, BLM Elko District Report 1-988(P)",Basin,340,50,"Max's Retreat, CrNV-12-3463"
47601,Nevada,Beta-14141,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,250,50,NA,NA,NA,26EK2710,"Max's Retreat, CrNV-12-3463",37.785829,-117.632074,~45 cm bgs,"From Unit 2 hearth exposed in east wall, DSN, CT points",RADIOMETRIC,NA,"Hall 1985, BLM Elko District Report 1-988(P)",Basin,250,50,"Max's Retreat, CrNV-12-3463"
47602,Nevada,Beta-12804,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,1030,80,NA,NA,NA,26EK2864,GLE Feature 6,37.785829,-117.632074,10-15 cm bgs,"Feature 6, hearth Test Pit 1E",NA,NA,"IMR 1984, Proposed Data Recovery at the James Creek Shelter (Elko BLM report 1-1584, Beta Analytic Sheets at the end of document)",Basin,1030,80,GLE Feature 6
47603,Nevada,Beta-35573,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,510,80,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 26,NA,NA,Elston and Raven 1992,Basin,510,80,Tosawihi Quarry sites
47604,Nevada,Beta-36965,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,750,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Periphery,NA,NA,Thomas Alta Toquima database,Basin,750,70,Tosawihi Quarry sites
47605,Nevada,Beta-39485,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,3890,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,3890,60,Tosawihi Quarry sites
47606,Nevada,Beta-42153,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,270,80,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,locality 36,NA,NA,Thomas Alta Toquima database,Basin,270,80,Tosawihi Quarry sites
47607,Nevada,Beta-42454,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,490,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,locality 36,NA,NA,Thomas Alta Toquima database,Basin,490,70,Tosawihi Quarry sites
47608,Nevada,Beta-42455,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,560,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,locality 36,NA,NA,Thomas Alta Toquima database,Basin,560,70,Tosawihi Quarry sites
47609,Nevada,Beta-42456,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,220,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,locality 36,NA,NA,Thomas Alta Toquima database,Basin,220,70,Tosawihi Quarry sites
47610,Nevada,Beta-42457,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,810,80,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,locality 36,NA,NA,Thomas Alta Toquima database,Basin,810,80,Tosawihi Quarry sites
47612,Nevada,Beta-42459,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,4090,100,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,locality 36,NA,NA,Thomas Alta Toquima database,Basin,4090,100,Tosawihi Quarry sites
47614,Nevada,Beta-42474,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,3810,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,3810,60,Tosawihi Quarry sites
47615,Nevada,Beta-42475,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,3830,80,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,3830,80,Tosawihi Quarry sites
47616,Nevada,Beta-42476,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,3670,90,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,3670,90,Tosawihi Quarry sites
47617,Nevada,Beta-42477,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,310,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,310,70,Tosawihi Quarry sites
47618,Nevada,Beta-42478,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,370,50,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,370,50,Tosawihi Quarry sites
47619,Nevada,Beta-42479,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,170,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,170,60,Tosawihi Quarry sites
47620,Nevada,Beta-42480,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,390,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,390,60,Tosawihi Quarry sites
47621,Nevada,Beta-42481,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,230,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,230,70,Tosawihi Quarry sites
47622,Nevada,Beta-42482,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,720,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,720,60,Tosawihi Quarry sites
47623,Nevada,Beta-42483,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,550,80,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,550,80,Tosawihi Quarry sites
47624,Nevada,Beta-42484,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,620,90,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,620,90,Tosawihi Quarry sites
47625,Nevada,Beta-42485,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,190,50,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,190,50,Tosawihi Quarry sites
47626,Nevada,Beta-42486,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,690,90,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,690,90,Tosawihi Quarry sites
47627,Nevada,Beta-42487,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,330,50,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,330,50,Tosawihi Quarry sites
47628,Nevada,Beta-42488,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,410,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,410,60,Tosawihi Quarry sites
47629,Nevada,Beta-42489,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,280,50,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,280,50,Tosawihi Quarry sites
47630,Nevada,Beta-42490,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,310,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,310,60,Tosawihi Quarry sites
47631,Nevada,Beta-42491,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,150,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,150,70,Tosawihi Quarry sites
47632,Nevada,Beta-42492,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,570,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,570,60,Tosawihi Quarry sites
47633,Nevada,Beta-42493,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,500,50,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,500,50,Tosawihi Quarry sites
47634,Nevada,Beta-42494,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,510,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,510,60,Tosawihi Quarry sites
47636,Nevada,Beta-42496,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,50,50,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,50,50,Tosawihi Quarry sites
47637,Nevada,Beta-43152,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,3890,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,3890,70,Tosawihi Quarry sites
47638,Nevada,Beta-43153,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,270,80,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,270,80,Tosawihi Quarry sites
47639,Nevada,Beta-43154,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,490,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,490,70,Tosawihi Quarry sites
47640,Nevada,Beta-43155,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,560,60,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,560,60,Tosawihi Quarry sites
47641,Nevada,Beta-43156,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,220,70,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,220,70,Tosawihi Quarry sites
47642,Nevada,Beta-43157,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,810,80,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,810,80,Tosawihi Quarry sites
47644,Nevada,Beta-43159,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,4090,100,NA,NA,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Locality 36,NA,NA,Elston and Raven 1992,Basin,4090,100,Tosawihi Quarry sites
47646,Nevada,Beta-83314,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,NA,NA,150,60,NA,26EK3032,Tosawihi Quarry sites,37.785829,-117.632074,NA,Periphery,NA,NA,Thomas Alta Toquima database,Basin,150,60,Tosawihi Quarry sites
47647,Nevada,Beta-36976,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,750,70,NA,NA,NA,26EK3092,Tosawihi Quarry sites,37.785829,-117.632074,NA,"Feature 9, hearth",RADIOMETRIC,NA,Elston and Raven 1992,Basin,750,70,Tosawihi Quarry sites
47648,Nevada,Beta-36977,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,650,50,NA,NA,NA,26EK3092,Tosawihi Quarry sites,37.785829,-117.632074,NA,"Feature 9, hearth",RADIOMETRIC,NA,Elston and Raven 1992,Basin,650,50,Tosawihi Quarry sites
47649,Nevada,Beta-26827,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,300,70,NA,NA,NA,26EK3106,Tosawihi Quarry sites,37.785829,-117.632074,NA,hearth,NA,NA,Elston and Budy 1990,Basin,300,70,Tosawihi Quarry sites
47650,Nevada,Beta-36978,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,410,70,NA,NA,NA,26EK3171,Tosawihi Quarry sites,37.785829,-117.632074,NA,quarry pit,NA,NA,NA,Basin,410,70,Tosawihi Quarry sites
47651,Nevada,Beta-36982,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,300,60,NA,NA,NA,26EK3198,NA,37.785829,-117.632074,NA,NA,RADIOMETRIC,NA,Elston and Raven 1992,Basin,300,60,26EK3198
47652,Nevada,Beta-26828,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,40,50,NA,NA,NA,26EK3204,rockshelter assoc with Tosawihi quarry,37.785829,-117.632074,NA,NA,NA,NA,Elston and Budy 1990,Basin,40,50,rockshelter assoc with Tosawihi quarry
47653,Nevada,Beta-26754,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,800,60,NA,NA,NA,26EK3208,Tosawihi Quarry sites,37.785829,-117.632074,NA,"Trench 1, unit 25, horizon V",NA,NA,Elston and Raven 1992,Basin,800,60,Tosawihi Quarry sites
47654,Nevada,Beta-26755,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,650,60,NA,NA,NA,26EK3208,Tosawihi Quarry sites,37.785829,-117.632074,NA,"Trench 1, unit 28, horizon V",NA,NA,Elston and Raven 1992,Basin,650,60,Tosawihi Quarry sites
47655,Nevada,Beta-36983,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,900,80,NA,NA,NA,26EK3208,Tosawihi Quarry sites,37.785829,-117.632074,horizon V,"Trench 1, unit 39, horizon V",RADIOMETRIC,NA,Elston and Raven 1992,Basin,900,80,Tosawihi Quarry sites
47656,Nevada,Beta-36984,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,870,80,NA,NA,NA,26EK3208,Tosawihi Quarry sites,37.785829,-117.632074,horizon V,"Trench 1, unit 20, horizon V",RADIOMETRIC,NA,Elston and Raven 1992,Basin,870,80,Tosawihi Quarry sites
47657,Nevada,Beta-36985,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,650,100,NA,NA,NA,26EK3208,Tosawihi Quarry sites,37.785829,-117.632074,horizon VI,"Trench 1, unit 51, horizon VI",RADIOMETRIC,NA,Elston and Raven 1992,Basin,650,100,Tosawihi Quarry sites
47658,Nevada,Beta-36986,CHARCOAL,NA,ARCHAEOLOGICAL,Elko,570,80,NA,NA,NA,26EK3208,Tosawihi Quarry sites,37.785829,-117.632074,Horizon V,"Trench 1, unit 37, horizon V",RADIOMETRIC,NA,Elston and Raven 1992,Basin,570,80,Tosawihi Quarry sites
